timestamp,node_id,traffic_volume,latency_ms,packet_loss_pct,signal_strength_dbm,error_rate,cpu_utilisation,memory_utilisation,fault
2024-01-05 13:35:00,node_012,900.24,88.9,5.5678,-80.75,0.251,63.17,71.95,1
2024-01-05 13:40:00,node_012,1073.21,67.1,7.2334,-71.05,0.3077,64.62,39.75,1
2024-01-05 13:45:00,node_012,365.28,18.47,0.042,-53.11,0.0344,28.29,74.51,0
2024-01-05 13:50:00,node_012,478.34,14.93,0.1745,-64.23,0.0335,32.96,33.19,0
2024-01-05 13:55:00,node_012,609.25,17.94,0.1954,-56.26,0.0007,50.0,46.88,0
2024-01-05 14:00:00,node_012,320.65,22.89,0.0739,-50.54,0.0051,58.44,43.93,0
2024-01-05 14:05:00,node_012,539.89,15.42,0.0936,-66.21,0.0057,37.0,50.53,0
2024-01-05 14:10:00,node_012,289.43,16.68,0.5578,-70.25,0.0075,25.34,41.44,0
2024-01-05 14:15:00,node_012,386.74,26.22,0.3309,-67.75,0.0155,37.98,36.0,0
2024-01-05 14:20:00,node_012,439.45,27.09,0.442,-68.09,0.0082,46.49,42.69,0
2024-01-05 14:25:00,node_012,561.63,24.16,0.636,-59.26,0.0168,60.63,60.93,0
2024-01-05 14:30:00,node_012,415.91,28.54,0.8244,-85.13,0.0019,35.55,52.89,0
2024-01-05 14:35:00,node_012,515.07,26.82,0.1328,-57.78,0.0057,39.92,55.98,0
2024-01-05 14:40:00,node_012,417.53,19.56,0.7151,-51.98,0.0602,35.28,32.4,0
2024-01-05 14:45:00,node_012,436.33,29.95,0.0524,-72.3,0.0262,37.88,49.47,0
2024-01-05 14:50:00,node_012,650.08,27.8,0.0277,-71.34,0.0053,43.92,41.75,0
2024-01-05 14:55:00,node_012,361.97,19.64,0.3552,-77.52,0.0059,46.77,31.48,0
2024-01-05 15:00:00,node_012,591.1,21.26,0.6448,-72.39,0.0059,45.19,46.74,0
2024-01-05 15:05:00,node_012,499.87,16.69,1.6844,-53.31,0.0277,54.9,45.26,0
2024-01-05 15:10:00,node_012,430.93,19.52,0.2776,-73.59,0.0492,50.83,50.28,0
2024-01-05 15:15:00,node_012,353.9,12.23,0.2692,-63.79,0.0138,46.35,40.67,0
2024-01-05 15:20:00,node_012,362.45,17.07,0.4573,-75.22,0.0107,62.85,53.9,0
2024-01-05 15:25:00,node_012,411.36,23.97,1.37,-63.66,0.0156,34.03,62.15,0
2024-01-05 15:30:00,node_012,481.99,14.88,0.5793,-68.82,0.0188,30.93,57.3,0
2024-01-05 15:35:00,node_012,572.42,18.43,0.8188,-56.98,0.0176,63.94,64.21,0
2024-01-05 15:40:00,node_012,463.97,22.79,0.3655,-61.06,0.0415,41.88,47.63,0
2024-01-05 15:45:00,node_012,472.0,18.55,0.5733,-58.33,0.1024,34.75,40.92,0
2024-01-05 15:50:00,node_012,489.92,25.76,0.0635,-66.08,0.0011,30.57,41.39,0
2024-01-05 15:55:00,node_012,557.21,25.98,0.3066,-72.4,0.0266,46.27,45.58,0
2024-01-05 16:00:00,node_012,577.38,16.91,1.0328,-67.38,0.0025,41.0,29.37,0
2024-01-05 16:05:00,node_012,333.56,17.82,0.0889,-55.26,0.0101,62.78,48.96,0
2024-01-05 16:10:00,node_012,466.15,20.22,0.7819,-72.2,0.0247,21.46,55.07,0
2024-01-05 16:15:00,node_012,647.29,16.67,1.2764,-69.35,0.0098,33.54,73.73,0
2024-01-05 16:20:00,node_012,342.07,28.17,1.2498,-59.26,0.0021,79.83,41.62,0
2024-01-05 16:25:00,node_012,508.92,17.94,1.7073,-69.45,0.0021,57.03,33.25,0
2024-01-05 16:30:00,node_012,479.5,24.55,0.0972,-58.21,0.0168,59.16,52.37,0
2024-01-05 16:35:00,node_012,432.0,12.51,1.3309,-60.74,0.0093,39.07,54.4,0
2024-01-05 16:40:00,node_012,690.89,16.14,0.6109,-63.74,0.0901,56.55,77.47,0
2024-01-05 16:45:00,node_012,504.42,14.57,3.529,-56.53,0.0584,60.3,57.58,0
2024-01-05 16:50:00,node_012,681.34,13.78,1.3695,-58.82,0.0077,59.88,67.41,0
2024-01-05 16:55:00,node_012,500.68,17.42,0.5624,-73.83,0.0111,59.01,63.89,0
2024-01-05 17:00:00,node_012,555.23,21.84,1.2118,-64.83,0.0012,40.89,57.39,0
2024-01-05 17:05:00,node_012,430.73,27.67,0.1549,-57.66,0.0195,20.26,49.24,0
2024-01-05 17:10:00,node_012,432.07,18.99,0.7964,-73.97,0.0126,67.97,65.32,0
2024-01-05 17:15:00,node_012,549.12,20.41,0.3728,-56.72,0.0017,36.42,47.71,0
2024-01-05 17:20:00,node_012,551.32,21.7,0.8066,-61.62,0.0139,41.95,59.21,0
2024-01-05 17:25:00,node_012,571.76,16.36,1.1471,-59.91,0.0197,34.45,34.12,0
2024-01-05 17:30:00,node_012,545.2,19.88,0.6237,-61.09,0.0052,44.73,40.53,0
2024-01-05 17:35:00,node_012,339.63,30.44,0.403,-55.85,0.0045,19.44,58.74,0
2024-01-05 17:40:00,node_012,403.24,21.94,0.0169,-77.11,0.0129,31.27,54.22,0
2024-01-05 17:45:00,node_012,601.99,30.44,0.3791,-63.39,0.0309,57.49,42.89,0
2024-01-05 17:50:00,node_012,264.98,20.12,0.1042,-65.98,0.0256,45.7,49.89,0
2024-01-05 17:55:00,node_012,535.11,16.9,1.0144,-74.76,0.0054,38.42,77.04,0
2024-01-05 18:00:00,node_012,486.57,25.22,0.5207,-52.8,0.053,27.43,41.73,0
2024-01-05 18:05:00,node_012,601.95,26.32,0.1417,-69.61,0.0153,18.33,43.28,0
2024-01-05 18:10:00,node_012,549.99,17.52,0.2505,-61.09,0.0091,37.57,75.33,0
2024-01-05 18:15:00,node_012,420.32,21.82,0.1933,-73.5,0.0163,42.38,57.15,0
2024-01-05 18:20:00,node_012,414.88,19.68,1.2859,-71.54,0.1268,42.4,56.72,0
2024-01-05 18:25:00,node_012,437.27,13.1,1.4127,-69.53,0.007,51.91,54.82,0
2024-01-05 18:30:00,node_012,569.61,13.39,0.9139,-54.53,0.0067,34.82,51.46,0
2024-01-05 18:35:00,node_012,223.73,18.97,0.2019,-66.83,0.0328,21.51,65.65,0
2024-01-05 18:40:00,node_012,518.89,25.75,0.7091,-72.74,0.0046,42.94,45.25,0
2024-01-05 18:45:00,node_012,394.04,24.25,0.4416,-66.29,0.0078,28.63,76.22,0
2024-01-05 18:50:00,node_012,522.9,15.42,0.1917,-67.77,0.0048,35.75,34.54,0
2024-01-05 18:55:00,node_012,541.34,14.39,1.3254,-61.72,0.0187,47.92,58.24,0
2024-01-05 19:00:00,node_012,300.52,15.63,0.2999,-58.09,0.0043,46.28,76.01,0
2024-01-05 19:05:00,node_012,472.78,15.21,0.1446,-76.59,0.0019,35.81,34.63,0
2024-01-05 19:10:00,node_012,518.67,15.59,0.1273,-69.39,0.0524,51.36,41.33,0
2024-01-05 19:15:00,node_012,510.55,9.87,0.5209,-68.43,0.0141,64.79,48.44,0
2024-01-05 19:20:00,node_012,485.34,7.79,0.5244,-74.23,0.0381,53.45,70.12,0
2024-01-05 19:25:00,node_012,353.49,7.2,1.4328,-71.85,0.0111,42.24,44.41,0
2024-01-05 19:30:00,node_012,371.76,12.25,0.0608,-59.07,0.0217,68.31,50.04,0
2024-01-05 19:35:00,node_012,334.63,25.83,0.105,-61.79,0.0074,72.78,45.19,0
2024-01-05 19:40:00,node_012,566.49,38.03,0.1225,-70.38,0.0166,39.62,41.6,0
2024-01-05 19:45:00,node_012,486.13,30.1,0.246,-69.58,0.0153,31.94,47.13,0
2024-01-05 19:50:00,node_012,493.79,21.24,0.3623,-55.5,0.0001,65.83,44.87,0
2024-01-05 19:55:00,node_012,295.34,16.12,0.3081,-57.65,0.0108,69.68,52.24,0
2024-01-05 20:00:00,node_012,495.97,17.84,1.2681,-64.68,0.0068,39.11,66.92,0
2024-01-05 20:05:00,node_012,576.04,20.7,0.5715,-69.54,0.0312,24.81,55.5,0
2024-01-05 20:10:00,node_012,278.98,30.34,0.8131,-56.23,0.0322,39.59,47.38,0
2024-01-05 20:15:00,node_012,435.75,15.04,0.9477,-66.92,0.0232,70.79,45.27,0
2024-01-05 20:20:00,node_012,311.56,20.01,0.3656,-70.33,0.0173,23.66,41.87,0
2024-01-05 20:25:00,node_012,449.57,20.49,0.4843,-72.85,0.0106,34.47,45.58,0
2024-01-05 20:30:00,node_012,391.88,19.56,0.1908,-74.65,0.0729,36.07,35.13,0
2024-01-05 20:35:00,node_012,545.71,9.96,0.7186,-73.29,0.0363,35.05,40.18,0
2024-01-05 20:40:00,node_012,520.31,18.62,0.5372,-62.43,0.0278,33.81,70.07,0
2024-01-05 20:45:00,node_012,654.98,13.24,0.3802,-62.48,0.0157,67.36,75.44,0
2024-01-05 20:50:00,node_012,493.51,31.44,0.1369,-50.07,0.0103,74.51,59.81,0
2024-01-05 20:55:00,node_012,540.62,22.85,1.0685,-55.64,0.0008,41.63,63.54,0
2024-01-05 21:00:00,node_012,433.08,25.58,0.1626,-67.27,0.0277,50.79,24.19,0
2024-01-05 21:05:00,node_012,367.63,15.58,0.3457,-69.92,0.0016,45.85,81.48,0
2024-01-05 21:10:00,node_012,600.17,17.75,0.6151,-54.87,0.0095,54.02,56.92,0
2024-01-05 21:15:00,node_012,649.19,30.21,0.0991,-60.98,0.0023,49.71,42.69,0
2024-01-05 21:20:00,node_012,584.68,25.12,1.2712,-57.24,0.0194,55.12,59.68,0
2024-01-05 21:25:00,node_012,515.75,22.11,0.0622,-68.46,0.0632,49.13,52.64,0
2024-01-05 21:30:00,node_012,383.11,26.72,0.6953,-74.53,0.0142,39.12,44.74,0
2024-01-05 21:35:00,node_012,637.0,29.81,0.9484,-68.37,0.0065,63.53,66.32,0
2024-01-05 21:40:00,node_012,569.54,27.59,0.5124,-55.79,0.0443,48.39,62.83,0
2024-01-05 21:45:00,node_012,742.99,25.25,0.045,-53.39,0.013,59.27,55.2,0
2024-01-05 21:50:00,node_012,361.47,25.73,0.0303,-61.47,0.0207,66.33,40.49,0
2024-01-05 21:55:00,node_012,603.51,18.35,0.6741,-61.22,0.0007,50.63,52.91,0
2024-01-05 22:00:00,node_012,565.89,20.98,0.5887,-77.55,0.0543,63.1,49.14,0
2024-01-05 22:05:00,node_012,458.96,23.4,1.6859,-62.98,0.0097,65.22,54.51,0
2024-01-05 22:10:00,node_012,663.66,21.59,0.9498,-68.52,0.0165,43.05,63.58,0
2024-01-05 22:15:00,node_012,548.28,22.52,0.0376,-69.55,0.0444,36.87,45.42,0
2024-01-05 22:20:00,node_012,387.57,19.29,0.2402,-63.91,0.0388,56.14,50.64,0
2024-01-05 22:25:00,node_012,1950.62,168.7,9.0559,-82.09,0.3299,90.41,53.92,0
2024-01-05 22:30:00,node_012,1357.11,187.72,16.6575,-111.38,0.3253,60.15,53.99,0
2024-01-05 22:35:00,node_012,2453.19,242.19,17.6345,-110.3,0.4186,92.06,48.53,0
2024-01-05 22:40:00,node_012,1853.89,181.05,17.5188,-82.94,0.299,100.23,43.5,0
2024-01-05 22:45:00,node_012,3299.66,176.54,17.2688,-78.53,0.2777,105.5,61.72,1
2024-01-05 22:50:00,node_012,1745.0,193.02,19.1602,-82.28,0.3939,110.47,55.21,1
2024-01-05 22:55:00,node_012,409.99,15.98,0.1008,-53.89,0.0082,42.45,43.98,0
2024-01-05 23:00:00,node_012,545.79,23.44,0.9826,-75.42,0.0083,51.5,52.81,0
2024-01-05 23:05:00,node_012,586.81,20.43,0.1699,-74.83,0.0035,24.46,45.58,0
2024-01-05 23:10:00,node_012,263.35,25.58,0.9976,-67.08,0.0902,26.86,45.01,0
2024-01-05 23:15:00,node_012,513.98,17.02,0.5386,-71.38,0.0114,41.51,37.74,0
2024-01-05 23:20:00,node_012,477.18,15.93,0.5933,-65.55,0.003,42.57,43.84,0
2024-01-05 23:25:00,node_012,614.45,17.3,0.2217,-68.73,0.0232,39.07,50.18,0
2024-01-05 23:30:00,node_012,546.28,11.35,0.9872,-61.64,0.0094,48.38,60.42,0
2024-01-05 23:35:00,node_012,558.12,17.81,0.4914,-63.18,0.0076,60.79,48.1,0
2024-01-05 23:40:00,node_012,442.17,27.95,0.3159,-75.25,0.0602,62.03,70.62,0
2024-01-05 23:45:00,node_012,500.2,16.37,0.1083,-66.82,0.012,41.42,59.09,0
2024-01-05 23:50:00,node_012,613.24,13.22,0.0326,-69.19,0.0165,28.31,34.04,0
2024-01-05 23:55:00,node_012,492.21,17.36,1.6337,-71.81,0.0088,31.89,51.33,0
2024-01-06 00:00:00,node_012,520.96,21.1,1.7567,-61.44,0.0008,55.99,65.66,0
2024-01-06 00:05:00,node_012,315.69,16.27,0.3949,-63.77,0.0061,32.37,42.81,0
2024-01-06 00:10:00,node_012,491.78,20.36,0.2693,-68.94,0.0105,14.85,37.72,0
2024-01-06 00:15:00,node_012,258.56,21.26,0.8488,-61.9,0.004,37.15,42.96,0
2024-01-06 00:20:00,node_012,438.06,20.01,0.2615,-61.58,0.015,52.3,42.67,0
2024-01-06 00:25:00,node_012,507.62,19.55,0.2846,-71.06,0.0159,29.58,44.31,0
2024-01-06 00:30:00,node_012,592.04,28.82,1.1336,-43.59,0.0463,11.49,37.11,0
2024-01-06 00:35:00,node_012,380.1,20.88,0.196,-59.17,0.0009,61.4,27.22,0
2024-01-06 00:40:00,node_012,544.84,16.05,0.1525,-69.75,0.0249,63.06,44.23,0
2024-01-06 00:45:00,node_012,676.22,23.77,1.4349,-60.25,0.0662,52.72,56.92,0
2024-01-06 00:50:00,node_012,423.11,19.7,0.0433,-72.64,0.0012,55.97,51.25,0
2024-01-06 00:55:00,node_012,314.35,20.36,0.0677,-67.63,0.0211,33.47,43.6,0
2024-01-06 01:00:00,node_012,534.78,25.07,0.3276,-62.87,0.0011,46.6,40.62,0
2024-01-06 01:05:00,node_012,356.96,26.71,1.7584,-61.95,0.0118,41.97,57.23,0
2024-01-06 01:10:00,node_012,401.72,14.3,1.1907,-58.92,0.0056,48.46,62.89,0
2024-01-06 01:15:00,node_012,610.8,28.66,0.7977,-88.51,0.012,18.43,61.6,0
2024-01-06 01:20:00,node_012,725.23,19.68,0.567,-73.66,0.0071,56.53,67.32,0
2024-01-06 01:25:00,node_012,379.92,19.71,0.4228,-58.22,0.012,47.22,56.36,0
2024-01-06 01:30:00,node_012,411.51,14.95,0.4387,-66.65,0.0154,16.12,43.99,0
2024-01-06 01:35:00,node_012,447.22,23.73,0.4834,-58.85,0.0096,69.82,39.97,0
2024-01-06 01:40:00,node_012,434.26,12.89,0.1188,-64.13,0.0091,48.85,30.56,0
2024-01-06 01:45:00,node_012,732.0,22.69,0.0116,-65.78,0.0105,58.38,59.38,0
2024-01-06 01:50:00,node_012,436.33,28.26,0.1388,-69.75,0.0008,47.07,66.25,0
2024-01-06 01:55:00,node_012,453.47,18.43,0.8058,-70.62,0.0112,28.47,50.44,0
2024-01-06 02:00:00,node_012,693.94,25.41,0.0172,-56.82,0.0023,46.26,55.83,0
2024-01-06 02:05:00,node_012,569.2,20.41,0.7225,-61.39,0.0556,29.49,57.87,0
2024-01-06 02:10:00,node_012,618.31,13.04,0.4186,-65.34,0.1511,53.23,48.65,0
2024-01-06 02:15:00,node_012,391.27,20.6,0.4695,-67.77,0.0049,21.15,43.92,0
2024-01-06 02:20:00,node_012,436.38,19.07,0.0727,-66.18,0.0007,47.69,44.52,0
2024-01-06 02:25:00,node_012,375.23,24.48,0.4263,-73.93,0.008,46.19,51.35,0
2024-01-06 02:30:00,node_012,596.15,18.18,0.0295,-72.13,0.0205,54.55,62.72,0
2024-01-06 02:35:00,node_012,647.03,22.49,0.7935,-57.67,0.004,13.16,53.37,0
2024-01-06 02:40:00,node_012,428.03,14.72,0.7475,-70.69,0.0193,51.9,60.29,0
2024-01-06 02:45:00,node_012,456.29,22.15,0.6285,-66.11,0.0138,30.99,43.93,0
2024-01-06 02:50:00,node_012,461.54,20.12,0.0123,-62.12,0.0326,27.41,27.6,0
2024-01-06 02:55:00,node_012,314.33,19.36,0.0842,-61.32,0.0265,22.65,57.3,0
2024-01-06 03:00:00,node_012,419.14,20.16,0.1177,-76.08,0.0454,29.13,33.55,0
2024-01-06 03:05:00,node_012,592.79,18.54,0.3586,-71.17,0.0317,25.24,65.68,0
2024-01-06 03:10:00,node_012,619.33,114.05,10.6357,-73.49,0.2228,73.37,60.41,0
2024-01-06 03:15:00,node_012,1153.03,83.04,12.0144,-69.99,0.2057,75.12,65.15,0
2024-01-06 03:20:00,node_012,704.21,83.35,6.7765,-95.15,0.2229,39.24,56.83,0
2024-01-06 03:25:00,node_012,884.51,60.63,8.0831,-66.75,0.1243,59.09,45.69,0
2024-01-06 03:30:00,node_012,726.29,117.6,3.5415,-78.63,0.1633,62.02,58.93,1
2024-01-06 03:35:00,node_012,731.07,127.31,8.0451,-88.56,0.1492,96.83,54.49,1
2024-01-06 03:40:00,node_012,594.85,4.98,0.3496,-69.99,0.0159,36.64,62.61,0
2024-01-06 03:45:00,node_012,601.6,20.1,0.587,-71.22,0.0315,35.12,54.34,0
2024-01-06 03:50:00,node_012,383.66,31.01,0.1964,-66.79,0.0001,47.53,43.38,0
2024-01-06 03:55:00,node_012,792.91,83.44,1.9592,-83.49,0.1936,89.03,50.89,0
2024-01-06 04:00:00,node_012,839.19,113.71,10.3879,-62.23,0.1404,72.49,64.5,0
2024-01-06 04:05:00,node_012,664.81,102.7,15.4796,-66.26,0.1952,86.0,32.31,0
2024-01-06 04:10:00,node_012,510.33,79.55,2.9813,-87.6,0.2245,52.94,54.9,0
2024-01-06 04:15:00,node_012,1382.55,133.59,4.0394,-78.22,0.1355,48.51,52.03,1
2024-01-06 04:20:00,node_012,788.29,67.29,11.4122,-66.96,0.1733,58.35,59.39,1
2024-01-06 04:25:00,node_012,650.98,13.83,0.8132,-78.12,0.0302,60.44,31.43,0
2024-01-06 04:30:00,node_012,338.55,24.82,1.2367,-70.02,0.0067,40.65,65.84,0
2024-01-06 04:35:00,node_012,579.06,24.2,0.066,-79.57,0.0068,63.3,58.34,0
2024-01-06 04:40:00,node_012,462.64,16.64,0.3687,-66.68,0.0001,35.61,57.12,0
2024-01-06 04:45:00,node_012,479.51,18.54,0.0507,-68.22,0.0049,46.07,55.2,0
2024-01-06 04:50:00,node_012,722.71,21.25,0.0128,-69.31,0.0147,63.87,43.38,0
2024-01-06 04:55:00,node_012,553.31,70.63,10.8034,-78.38,0.146,70.84,44.59,0
2024-01-06 05:00:00,node_012,1379.06,79.52,4.335,-96.27,0.129,69.82,42.2,0
2024-01-06 05:05:00,node_012,885.41,108.03,5.0131,-84.83,0.2031,81.34,54.59,0
2024-01-06 05:10:00,node_012,1479.53,135.71,10.3499,-77.1,0.2016,67.96,53.22,0
2024-01-06 05:15:00,node_012,915.48,152.03,12.5047,-80.82,0.2474,66.52,40.86,1
2024-01-06 05:20:00,node_012,1050.65,92.3,6.9221,-82.31,0.1752,85.09,53.86,1
2024-01-06 05:25:00,node_012,597.91,20.29,2.0322,-65.79,0.0052,61.86,53.51,0
2024-01-06 05:30:00,node_012,475.97,24.58,0.247,-61.18,0.0125,29.17,29.36,0
2024-01-06 05:35:00,node_012,444.43,12.45,1.3847,-58.43,0.0506,38.41,28.9,0
2024-01-06 05:40:00,node_012,614.9,18.13,2.558,-66.14,0.0094,53.59,53.35,0
2024-01-06 05:45:00,node_012,468.01,15.14,0.0181,-53.26,0.0271,29.74,42.3,0
2024-01-06 05:50:00,node_012,392.98,17.22,0.3293,-68.94,0.0125,49.68,33.7,0
2024-01-06 05:55:00,node_012,587.15,17.16,0.125,-63.98,0.0303,55.6,44.91,0
2024-01-06 06:00:00,node_012,545.03,13.69,0.3295,-58.86,0.0063,31.54,57.27,0
2024-01-06 06:05:00,node_012,462.46,24.76,0.5999,-73.84,0.0112,43.89,60.72,0
2024-01-06 06:10:00,node_012,456.76,23.75,0.019,-53.61,0.0141,64.87,65.88,0
2024-01-06 06:15:00,node_012,390.21,16.97,0.8084,-70.3,0.0019,57.24,44.15,0
2024-01-06 06:20:00,node_012,587.01,8.42,0.0829,-61.24,0.1128,42.46,48.86,0
2024-01-06 06:25:00,node_012,456.79,17.47,0.3146,-73.29,0.0235,68.72,43.08,0
2024-01-06 06:30:00,node_012,407.62,19.76,0.3254,-74.15,0.0082,71.2,24.23,0
2024-01-06 06:35:00,node_012,345.73,26.78,0.3802,-66.22,0.0128,65.18,47.19,0
2024-01-06 06:40:00,node_012,950.16,82.93,9.6732,-73.39,0.1877,96.38,53.73,0
2024-01-06 06:45:00,node_012,975.66,99.84,5.7042,-72.5,0.1416,106.86,57.14,0
2024-01-06 06:50:00,node_012,605.28,118.64,5.1444,-76.03,0.171,64.95,53.33,0
2024-01-06 06:55:00,node_012,802.14,75.46,4.6293,-62.7,0.2713,66.51,34.4,0
2024-01-06 07:00:00,node_012,710.15,100.76,7.5439,-83.07,0.14,45.03,64.19,1
2024-01-06 07:05:00,node_012,843.32,104.49,6.223,-59.74,0.124,63.61,45.93,1
2024-01-06 07:10:00,node_012,470.77,15.21,0.285,-71.67,0.0211,2.76,55.18,0
2024-01-06 07:15:00,node_012,454.07,18.18,0.32,-66.59,0.0007,60.12,51.39,0
2024-01-06 07:20:00,node_012,322.9,22.94,0.4423,-63.51,0.0132,44.11,29.69,0
2024-01-06 07:25:00,node_012,395.05,12.1,0.0812,-63.06,0.0064,58.95,58.43,0
2024-01-06 07:30:00,node_012,642.05,23.95,3.2777,-59.69,0.0047,40.72,81.89,0
2024-01-06 07:35:00,node_012,624.35,13.94,0.7895,-75.92,0.0007,44.64,45.09,0
2024-01-06 07:40:00,node_012,569.35,13.24,0.2296,-59.4,0.0669,54.73,25.01,0
2024-01-06 07:45:00,node_012,558.74,17.34,0.6257,-81.15,0.0068,46.29,50.82,0
2024-01-06 07:50:00,node_012,608.57,16.57,0.2273,-68.07,0.0083,35.48,43.52,0
2024-01-06 07:55:00,node_012,365.5,20.91,1.3268,-73.15,0.011,33.91,27.55,0
2024-01-06 08:00:00,node_012,503.95,21.34,1.4769,-66.54,0.0186,54.32,75.2,0
2024-01-06 08:05:00,node_012,365.57,20.35,3.0072,-70.12,0.0117,62.2,68.84,0
2024-01-06 08:10:00,node_012,367.65,15.08,0.1431,-66.76,0.0317,23.91,51.26,0
2024-01-06 08:15:00,node_012,544.17,26.04,0.0697,-57.08,0.0116,39.18,33.78,0
2024-01-06 08:20:00,node_012,613.61,20.32,0.1683,-76.16,0.0012,59.26,46.35,0
2024-01-06 08:25:00,node_012,476.74,24.65,0.1448,-61.86,0.0001,42.67,51.78,0
2024-01-06 08:30:00,node_012,697.88,8.53,0.3393,-53.76,0.0156,52.5,49.18,0
2024-01-06 08:35:00,node_012,525.41,22.68,0.0186,-42.84,0.0336,63.47,41.85,0
2024-01-06 08:40:00,node_012,406.79,17.14,0.3868,-68.83,0.0116,53.88,40.18,0
2024-01-06 08:45:00,node_012,369.59,23.8,0.0794,-69.64,0.0413,36.06,60.77,0
2024-01-06 08:50:00,node_012,622.18,28.93,0.1117,-75.02,0.007,50.75,56.05,0
2024-01-06 08:55:00,node_012,515.42,14.16,0.0171,-78.26,0.0325,73.45,49.42,0
2024-01-06 09:00:00,node_012,581.13,24.29,0.6515,-61.33,0.0184,34.47,45.57,0
2024-01-06 09:05:00,node_012,181.04,17.01,0.0731,-54.14,0.0433,22.93,63.49,0
2024-01-06 09:10:00,node_012,529.36,10.64,0.4428,-57.5,0.0082,61.3,38.7,0
2024-01-06 09:15:00,node_012,438.59,24.64,1.0721,-72.09,0.0234,46.43,48.72,0
2024-01-06 09:20:00,node_012,332.75,29.1,0.1658,-56.44,0.0029,23.95,68.76,0
2024-01-06 09:25:00,node_012,492.48,30.56,0.0219,-53.31,0.0031,52.46,49.8,0
2024-01-06 09:30:00,node_012,631.02,21.5,0.3217,-69.28,0.0008,65.88,65.15,0
2024-01-06 09:35:00,node_012,771.95,12.78,0.2465,-50.59,0.0005,50.98,53.06,0
2024-01-06 09:40:00,node_012,529.06,18.96,0.3095,-63.99,0.004,41.03,54.15,0
2024-01-06 09:45:00,node_012,414.9,19.45,0.0231,-62.93,0.0069,32.63,57.13,0
2024-01-06 09:50:00,node_012,407.66,25.48,0.2338,-67.64,0.0161,51.68,60.14,0
2024-01-06 09:55:00,node_012,615.58,19.88,0.0283,-80.29,0.0037,48.3,50.45,0
2024-01-06 10:00:00,node_012,380.38,9.62,1.2858,-66.64,0.0283,40.71,61.38,0
2024-01-06 10:05:00,node_012,574.69,23.15,0.3335,-65.75,0.0318,61.06,60.66,0
2024-01-06 10:10:00,node_012,535.24,20.36,1.4898,-67.24,0.0203,40.04,45.65,0
2024-01-06 10:15:00,node_012,521.97,24.52,0.0592,-74.16,0.0226,53.8,43.11,0
2024-01-06 10:20:00,node_012,311.83,21.24,0.2314,-59.52,0.0081,45.52,55.05,0
2024-01-06 10:25:00,node_012,457.17,23.44,0.3212,-69.68,0.0018,28.48,35.38,0
2024-01-06 10:30:00,node_012,325.02,20.07,2.3006,-76.27,0.0155,47.29,56.99,0
2024-01-06 10:35:00,node_012,429.41,21.42,0.0694,-69.27,0.0278,58.46,49.09,0
2024-01-06 10:40:00,node_012,610.06,15.39,0.6713,-66.67,0.0256,43.22,75.96,0
2024-01-06 10:45:00,node_012,647.73,21.77,1.4906,-53.62,0.0146,47.41,59.13,0
2024-01-06 10:50:00,node_012,525.67,19.07,0.3768,-73.04,0.0159,58.64,46.81,0
2024-01-06 10:55:00,node_012,431.56,22.45,1.4421,-75.25,0.022,33.84,58.77,0
2024-01-06 11:00:00,node_012,690.57,14.09,0.1323,-77.99,0.0068,8.51,46.49,0
2024-01-06 11:05:00,node_012,429.97,27.0,0.1697,-79.26,0.0128,50.43,49.32,0
2024-01-06 11:10:00,node_012,363.72,21.24,0.0196,-55.89,0.0323,36.51,54.46,0
2024-01-06 11:15:00,node_012,583.58,23.97,0.4694,-43.97,0.0128,59.78,54.98,0
2024-01-06 11:20:00,node_012,554.93,20.02,0.4255,-53.32,0.0188,47.43,51.31,0
2024-01-06 11:25:00,node_012,434.89,23.02,0.5319,-68.1,0.0011,43.11,30.36,0
2024-01-06 11:30:00,node_012,512.03,8.77,1.0412,-59.7,0.0319,53.0,43.52,0
2024-01-06 11:35:00,node_012,553.06,19.46,0.4324,-58.01,0.0026,23.93,39.82,0
2024-01-06 11:40:00,node_012,524.44,16.04,0.093,-65.15,0.0056,65.1,70.92,0
2024-01-06 11:45:00,node_012,555.07,18.2,0.015,-55.61,0.0513,56.96,29.44,0
2024-01-06 11:50:00,node_012,439.31,25.05,0.0298,-74.46,0.0019,57.88,66.06,0
2024-01-06 11:55:00,node_012,563.15,12.0,0.4947,-51.25,0.0087,47.97,76.02,0
2024-01-06 12:00:00,node_012,502.11,23.7,0.6076,-67.77,0.0595,41.7,36.4,0
2024-01-06 12:05:00,node_012,443.38,22.31,0.1779,-59.34,0.0349,52.46,27.29,0
2024-01-06 12:10:00,node_012,470.49,26.4,0.7583,-69.26,0.0105,42.54,77.54,0
2024-01-06 12:15:00,node_012,488.25,9.63,0.1988,-68.03,0.0114,41.74,49.66,0
2024-01-06 12:20:00,node_012,788.26,62.44,5.668,-90.37,0.2829,98.4,45.56,0
2024-01-06 12:25:00,node_012,728.82,99.72,3.7006,-79.49,0.1425,56.82,41.24,0
2024-01-06 12:30:00,node_012,1201.87,118.55,11.4153,-78.7,0.155,66.97,51.49,0
2024-01-06 12:35:00,node_012,566.71,132.01,4.9152,-70.23,0.1555,52.78,35.18,0
2024-01-06 12:40:00,node_012,791.1,111.48,10.2463,-87.82,0.0792,66.28,66.3,1
2024-01-06 12:45:00,node_012,3009.3,157.41,16.0051,-89.03,0.4906,111.65,71.93,1
